Run   obj.function   par_x01   par_x02   par_x03   par_x04   par_x05   par_x06   par_x07   par_x08   par_x09   par_x10   par_x11   par_x12   par_x13   par_x14   par_x15   par_x16   par_x17   par_x18   par_x19   par_x20   par_x21   par_x22   par_x23   par_x24   par_x25   par_x26   par_x27   par_x28   par_x29   par_x32   par_x33   par_x34   par_x35   par_x36   par_x37   par_x38   par_x39   par_x40   par_x53   par_x54   par_x55   par_x56   par_x57   par_x58   par_x59   par_x60   par_x61   par_x62   par_x63   par_x64
302   -7.95E-01   3.90E-01   1.02E-01   9.54E-01   -2.04E-04   1.80E+00   4.53E-02   6.86E+00   5.30E+00   6.11E-01   5.07E+00   8.76E-01   8.22E-01   9.20E-01   6.01E-01   6.29E-01   7.72E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   8.24E+01   2.59E-01   6.79E-02   5.45E-02   4.69E-01   9.12E+00   1.67E-01   2.23E-01   1.20E-01   5.54E+00   5.60E+00   6.18E+00   3.71E+00   -4.51E-01   -1.31E-01   3.53E+00   9.69E-01   7.41E-02   1.70E-01   1.93E-01   7.27E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
303   -7.91E-01   5.47E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.87E-01   1.14E+00   6.01E-01   6.29E-01   7.72E-01   1.70E-01   2.05E-02   1.51E-01   6.39E-01   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   3.64E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   1.11E+00   7.41E-02   1.46E-01   1.87E-01   3.16E-02   1.59E-01   7.45E-02   3.60E-02   3.25E+00   1.05E+01   1.64E+01   1.40E+01   8.76E-01   5.07E-01
304   -7.98E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   9.31E-01   7.54E-01   1.14E+00   5.74E-01   6.29E-01   7.72E-01   1.17E-01   5.32E-02   1.51E-01   6.39E-01   8.24E+01   3.85E-01   1.37E-01   5.45E-02   3.63E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   3.75E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.82E+00   9.69E-01   7.41E-02   1.46E-01   1.83E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   9.57E+00   1.68E+01   1.40E+01   8.07E-01   2.92E-01
305   -7.81E-01   3.90E-01   2.54E-01   7.83E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.12E+00   6.01E-01   6.29E-01   7.72E-01   1.40E-01   5.32E-02   1.38E-01   6.39E-01   8.31E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -2.52E-01   3.67E+00   1.37E+00   7.41E-02   1.46E-01   1.25E-01   3.16E-02   1.59E-01   5.75E-02   3.60E-02   3.25E+00   1.05E+01   1.47E+01   1.18E+01   8.07E-01   2.92E-01
306   -7.98E-01   3.90E-01   1.02E-01   8.29E-01   -2.80E-01   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.12E+00   6.01E-01   7.91E-01   7.72E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   6.71E+01   3.73E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.63E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.59E-01   6.19E-02   7.15E-02   4.67E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
307   -7.97E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.81E-01   1.14E+00   5.86E-01   7.47E-01   7.72E-01   1.17E-01   5.32E-02   1.76E-01   1.65E+00   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   8.29E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.17E+00   3.71E+00   -4.51E-01   -3.79E-01   3.57E+00   9.69E-01   7.41E-02   1.90E-01   1.93E-01   3.16E-02   1.47E-01   1.08E-01   2.05E-02   3.25E+00   1.05E+01   1.34E+01   1.40E+01   8.07E-01   2.92E-01
308   -7.73E-01   3.90E-01   3.30E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   4.29E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.14E+00   6.01E-01   5.80E-01   7.72E-01   1.17E-01   4.59E-02   1.38E-01   6.39E-01   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.63E-01   7.32E+00   1.99E-01   2.23E-01   1.99E-03   4.25E+00   5.28E+00   4.69E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   6.80E-02   1.53E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.22E-01   2.92E-01
309   -7.96E-01   3.90E-01   1.24E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.35E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.06E+00   6.01E-01   6.29E-01   7.72E-01   1.17E-01   3.74E-02   9.67E-02   1.27E+00   8.24E+01   4.21E-01   1.37E-01   5.60E-02   3.80E-01   9.85E+00   1.99E-01   2.23E-01   2.90E-01   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   1.22E+00   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
310   -7.82E-01   2.03E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.89E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   9.21E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   7.72E-01   1.17E-01   5.32E-02   4.16E-02   5.17E+00   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   5.27E-02   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -1.64E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   6.92E-02   3.25E+00   6.00E+00   1.68E+01   1.87E+01   8.47E-01   2.92E-01
311   -7.23E-01   3.90E-01   1.02E-01   8.29E-01   -5.56E-01   1.95E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   7.54E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   7.72E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   8.24E+01   3.85E-01   1.02E-01   1.22E-01   4.27E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.58E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   4.15E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
312   -7.81E-01   3.90E-01   2.20E-01   9.80E-01   -2.04E-04   1.07E+00   4.43E-02   6.86E+00   5.30E+00   1.50E-01   5.07E+00   8.76E-01   7.54E-01   1.09E+00   5.12E-01   6.29E-01   7.72E-01   1.21E-01   5.32E-02   1.38E-01   6.39E-01   8.24E+01   3.28E-01   1.37E-01   4.30E-02   4.80E-01   7.32E+00   1.83E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.28E+00   2.38E-02   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   6.31E-02   4.92E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
313   -7.80E-01   3.90E-01   1.02E-01   6.94E-01   -2.04E-04   1.80E+00   4.43E-02   6.88E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   9.06E-01   1.14E+00   6.01E-01   6.29E-01   7.72E-01   1.17E-01   5.32E-02   1.38E-01   3.19E-01   9.24E+01   3.85E-01   1.37E-01   5.45E-02   2.29E-01   7.32E+00   1.99E-01   2.23E-01   7.76E-02   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -3.91E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
314   -7.84E-01   4.52E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.60E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   7.72E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.71E-01   3.63E+00   9.69E-01   7.41E-02   1.41E-01   1.93E-01   3.60E-02   1.59E-01   7.34E-02   9.22E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   3.45E-01
315   -7.91E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   9.03E-01   7.54E-01   1.14E+00   6.01E-01   6.69E-01   7.72E-01   1.17E-01   5.02E-02   4.39E-02   6.39E-01   8.24E+01   3.43E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.33E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.47E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   5.29E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
316   -7.91E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   6.66E+00   8.76E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   6.45E-01   1.17E-01   5.32E-02   1.38E-01   1.15E+00   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   7.56E+00   1.99E-01   2.23E-01   3.66E-04   4.25E+00   6.22E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.09E-01   1.93E-01   4.85E-02   1.59E-01   3.11E-02   6.12E-02   3.25E+00   1.05E+01   1.24E+01   1.40E+01   8.07E-01   2.92E-01
317   -5.66E-01   3.09E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.72E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   8.80E-01   1.14E+00   7.07E-01   6.29E-01   7.03E-01   1.17E-01   5.32E-02   1.38E-01   5.52E+00   8.24E+01   3.85E-01   1.37E-01   3.36E-01   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   4.79E+00   6.17E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.98E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.96E-01   2.92E-01
318   -7.93E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   7.87E-01   7.54E-01   1.19E+00   6.01E-01   6.29E-01   7.72E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.22E-01   7.51E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   8.43E-02   1.59E-01   1.22E-01   3.60E-02   3.25E+00   1.39E+01   1.68E+01   1.40E+01   8.07E-01   3.26E-01
319   -6.73E-01   3.90E-01   1.02E-01   8.47E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   7.72E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   8.24E+01   3.85E-01   1.37E-01   1.91E-01   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.20E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.66E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   9.51E-01   2.92E-01
320   -7.97E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.62E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   7.71E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   6.78E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   8.12E+00   1.99E-01   2.23E-01   1.20E-01   4.83E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   8.64E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   4.48E-01
321   -7.66E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   2.05E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   6.69E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   5.04E+01   4.83E-01   1.37E-01   8.12E-02   4.69E-01   6.57E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   6.75E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.92E-01   3.16E-02   1.51E-01   7.34E-02   2.91E-02   3.25E+00   1.05E+01   1.68E+01   1.82E+01   9.19E-01   2.92E-01
322   -7.96E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.14E+00   6.44E-01   6.29E-01   7.72E-01   1.17E-01   1.71E-01   1.38E-01   6.39E-01   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.97E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   6.17E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.66E-01   1.93E-01   3.16E-02   1.52E-01   4.68E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
323   -7.91E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   7.72E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   8.24E+01   3.85E-01   1.37E-01   6.70E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.62E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   5.02E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   6.23E-01
324   -7.97E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.18E+00   8.86E-01   5.07E+00   8.76E-01   7.91E-01   1.14E+00   6.01E-01   6.29E-01   7.60E-01   1.17E-01   5.32E-02   1.38E-01   6.39E-01   8.24E+01   3.85E-01   9.46E-02   5.45E-02   3.40E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   5.48E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.79E-01   7.34E-02   5.71E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   9.16E-01   2.92E-01
325   -7.82E-01   3.90E-01   1.02E-01   8.29E-01   -2.04E-04   1.64E+00   4.43E-02   5.84E+00   6.10E+00   1.50E+00   5.07E+00   8.76E-01   8.72E-01   1.14E+00   6.64E-01   6.29E-01   6.73E-01   1.17E-01   5.32E-02   1.38E-01   1.28E+00   8.24E+01   2.83E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   3.21E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   2.00E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.30E+01   1.40E+01   8.07E-01   2.92E-01
326   -7.90E-01   3.90E-01   1.02E-01   7.63E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   2.89E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   7.81E-01   1.17E-01   5.32E-02   1.21E-01   3.67E+00   6.02E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   5.20E+00   3.71E+00   -4.76E-01   -3.92E-01   3.63E+00   9.33E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   7.87E+00   1.68E+01   1.40E+01   8.07E-01   2.92E-01
327   -7.77E-01   3.90E-01   1.58E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.05E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.14E+00   6.01E-01   6.26E-01   7.72E-01   1.17E-01   5.32E-02   1.38E-01   1.03E+01   8.24E+01   3.85E-01   1.57E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.04E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   5.65E-02   1.11E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.65E+01   8.07E-01   2.92E-01
328   -7.93E-01   3.90E-01   1.02E-01   2.81E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.94E+00   5.07E+00   8.76E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   7.72E-01   1.17E-01   9.46E-02   1.38E-01   6.00E-01   8.92E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   2.75E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -2.31E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.34E-01   1.93E-01   4.32E-02   1.59E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
329   -7.63E-01   3.90E-01   1.31E-01   8.29E-01   -2.04E-04   1.80E+00   4.43E-02   6.86E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   8.31E-01   1.14E+00   6.71E-01   6.29E-01   7.35E-01   1.17E-01   5.32E-02   1.23E-01   6.39E-01   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   6.20E-03   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.51E-01   -3.92E-01   3.63E+00   1.01E+00   1.68E-01   1.46E-01   1.91E-01   5.24E-02   1.59E-01   7.34E-02   1.18E-01   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
330   -7.89E-01   3.90E-01   1.02E-01   8.29E-01   -4.46E-01   1.80E+00   4.43E-02   6.52E+00   5.30E+00   1.50E+00   5.07E+00   8.76E-01   7.54E-01   1.14E+00   6.01E-01   6.29E-01   7.38E-01   1.17E-01   4.36E-02   1.38E-01   4.00E+00   8.24E+01   3.85E-01   1.37E-01   5.45E-02   4.54E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.71E+00   -4.31E-01   -3.92E-01   3.63E+00   1.03E+00   7.41E-02   1.46E-01   1.89E-01   3.16E-02   1.59E-01   7.34E-02   5.14E-02   3.25E+00   1.16E+01   1.68E+01   8.44E+00   8.07E-01   2.92E-01
331   -8.01E-01   3.90E-01   1.02E-01   8.29E-01   6.95E-01   1.80E+00   4.43E-02   6.95E+00   5.30E+00   1.50E+00   5.82E+00   1.10E+00   7.54E-01   1.07E+00   6.01E-01   6.29E-01   7.43E-01   1.17E-01   5.32E-02   1.37E-01   6.39E-01   8.24E+01   3.85E-01   3.63E-02   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.66E+00   -4.81E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.48E-01   7.34E-02   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
332   -7.62E-01   3.90E-01   1.02E-01   8.29E-01   6.95E-01   1.80E+00   4.43E-02   6.95E+00   5.30E+00   3.16E+00   5.82E+00   1.10E+00   9.46E-01   1.07E+00   6.01E-01   6.29E-01   7.43E-01   9.79E-02   3.98E-02   1.37E-01   2.36E+00   8.24E+01   3.85E-01   1.62E-01   5.45E-02   4.69E-01   7.32E+00   1.99E-01   1.54E-01   1.92E-02   4.25E+00   5.28E+00   6.12E+00   3.66E+00   -4.81E-01   -3.71E-01   3.63E+00   9.69E-01   9.30E-02   1.46E-01   1.93E-01   8.16E-02   1.48E-01   7.34E-02   3.60E-02   3.01E+00   1.05E+01   1.68E+01   1.05E+01   8.56E-01   2.92E-01
333   -6.70E-01   3.93E-01   1.02E-01   8.29E-01   6.95E-01   1.80E+00   4.43E-02   6.56E+00   6.76E+00   1.50E+00   5.82E+00   1.10E+00   7.54E-01   1.07E+00   6.01E-01   6.29E-01   5.13E-01   1.17E-01   5.32E-02   8.28E-02   6.39E-01   8.24E+01   3.85E-01   3.63E-02   1.63E-01   4.68E-01   8.31E+00   1.99E-01   2.23E-01   1.35E-02   4.25E+00   6.29E+00   6.12E+00   3.66E+00   -4.81E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.48E-01   1.21E-01   3.60E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
334   -7.97E-01   5.42E-01   1.02E-01   6.99E-01   6.95E-01   1.80E+00   4.43E-02   6.95E+00   5.30E+00   1.50E+00   3.13E+00   1.10E+00   7.54E-01   1.07E+00   6.01E-01   6.29E-01   7.43E-01   1.17E-01   6.27E-02   1.37E-01   6.39E-01   8.24E+01   3.85E-01   3.63E-02   5.45E-02   4.69E-01   7.32E+00   2.72E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.69E+00   3.66E+00   -4.81E-01   -4.52E-01   3.63E+00   9.69E-01   1.25E-01   1.04E-01   1.93E-01   5.54E-02   1.84E-01   1.43E-01   2.74E-02   4.41E+00   1.05E+01   1.37E+01   1.41E+01   8.07E-01   3.36E-01
335   -7.98E-01   3.90E-01   1.02E-01   8.29E-01   6.95E-01   1.80E+00   4.43E-02   6.85E+00   6.90E+00   1.50E+00   5.82E+00   1.10E+00   7.54E-01   1.07E+00   6.16E-01   6.29E-01   6.02E-01   1.17E-01   4.27E-02   1.37E-01   6.39E-01   8.24E+01   3.85E-01   3.63E-02   5.45E-02   4.69E-01   7.32E+00   1.24E-01   2.23E-01   2.25E-01   4.39E+00   5.28E+00   6.12E+00   3.66E+00   -3.82E-01   -3.92E-01   3.63E+00   9.69E-01   7.41E-02   1.73E-01   1.91E-01   3.16E-02   7.96E-02   7.34E-02   2.32E-02   3.25E+00   9.55E+00   1.68E+01   1.40E+01   8.07E-01   3.68E-01
336   -7.98E-01   3.90E-01   1.02E-01   5.76E-01   6.95E-01   1.80E+00   4.43E-02   6.95E+00   5.30E+00   1.50E+00   5.82E+00   1.10E+00   7.54E-01   1.11E+00   6.01E-01   6.29E-01   6.33E-01   1.17E-01   5.32E-02   1.37E-01   6.39E-01   9.72E+01   3.85E-01   3.63E-02   5.45E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.19E+00   5.28E+00   6.12E+00   3.86E+00   -4.81E-01   -3.92E-01   3.24E+00   9.69E-01   7.41E-02   1.46E-01   1.93E-01   3.16E-02   1.48E-01   7.34E-02   3.60E-02   2.59E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
337   -7.95E-01   2.50E-01   1.02E-01   9.27E-01   6.95E-01   1.80E+00   4.43E-02   6.66E+00   5.30E+00   1.50E+00   5.32E+00   9.95E-01   7.54E-01   1.07E+00   6.01E-01   6.29E-01   7.43E-01   1.17E-01   5.00E-02   1.37E-01   6.39E-01   8.24E+01   3.85E-01   3.63E-02   5.45E-02   4.69E-01   5.85E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   5.28E+00   6.12E+00   3.66E+00   -4.81E-01   -3.92E-01   3.63E+00   9.69E-01   6.43E-02   1.46E-01   1.93E-01   3.16E-02   1.48E-01   7.34E-02   4.03E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.07E-01   2.92E-01
338   -7.19E-01   3.71E-01   3.38E-01   8.29E-01   6.95E-01   1.80E+00   4.43E-02   6.95E+00   5.30E+00   2.68E+00   5.82E+00   1.10E+00   9.38E-01   1.16E+00   6.01E-01   6.29E-01   7.43E-01   1.17E-01   5.32E-02   1.37E-01   6.39E-01   8.24E+01   3.85E-01   3.63E-02   5.80E-02   4.69E-01   7.32E+00   1.99E-01   2.23E-01   1.20E-01   4.25E+00   4.11E+00   6.03E+00   4.08E+00   -3.56E-01   -3.92E-01   3.76E+00   1.01E+00   3.68E-02   1.46E-01   1.93E-01   3.16E-02   1.48E-01   7.34E-02   6.89E-02   3.25E+00   1.05E+01   1.68E+01   1.40E+01   8.46E-01   5.28E-01
